Name,Financial Status,Fulfillment Status,Taxes,Total,Discount Amount,Created_at (UTC),Lineitem quantity,Lineitem price,Cancelled at,Payment Method,Refunded Amount,Location,Source,Lineitem name
MX29-1705,paid,fulfilled,248.28,1800,0,05/01/2018 19:04:00,1,1799.99,,Cash,0,Tienda A,pos,DARIA
MX29-1705,,,,,,05/01/2018 19:04:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1706,paid,fulfilled,248.28,1800,0,05/01/2018 19:10:00,1,1799.99,,External Credit,0,Tienda A,pos,ALDOUS
MX29-1706,,,,,,05/01/2018 19:10:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1707,paid,unfulfilled,248.28,1800,0,05/01/2018 19:54:00,1,1799.99,26/3/2018,Cash,0,Tienda A,pos,CHAVELA
MX29-1707,,,,,,05/01/2018 19:54:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1708,paid,fulfilled,227.58,1650,150,05/01/2018 20:03:00,1,1799.99,,Cash,0,Tienda A,pos,CLARK
MX29-1708,,,,,,05/01/2018 20:03:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1709,paid,fulfilled,248.28,1800,0,05/01/2018 20:20:00,1,1799.99,,External Credit,0,Tienda A,pos,BARRAGAN
MX29-1709,,,,,,05/01/2018 20:20:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1710,paid,fulfilled,593.1,4300,0,05/01/2018 20:53:00,1,1799.99,,External Credit,0,Tienda A,pos,BARRAGAN
MX29-1710,,,,,,05/01/2018 20:53:00,1,700.01,,,,,,Micas Oftalmicas
MX29-1710,,,,,,05/01/2018 20:53:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1710,,,,,,05/01/2018 20:53:00,1,1799.99,,,,,,RAMIREZ
MX29-1711,paid,fulfilled,613.79,4450,0,05/01/2018 21:00:00,1,1799.99,,External Credit,0,Tienda A,pos,ALDOUS
MX29-1711,,,,,,05/01/2018 21:00:00,1,700,,,,,,Clipon
MX29-1711,,,,,,05/01/2018 21:00:00,1,1950.01,,,,,,Micas Oftalmicas
MX29-1712,paid,fulfilled,248.28,1800,0,05/01/2018 21:01:00,1,1799.99,,Cash + External Credit,0,Tienda A,pos,ALDOUS
MX29-1712,,,,,,05/01/2018 21:01:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1713,paid,fulfilled,248.28,1800,0,05/01/2018 21:11:00,1,1799.99,,External Credit,0,Tienda A,pos,JANIS
MX29-1713,,,,,,05/01/2018 21:11:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1714,paid,fulfilled,248.28,1800,0,05/01/2018 21:15:00,1,1799.99,,External Credit,0,Tienda A,pos,MARTIN
MX29-1714,,,,,,05/01/2018 21:15:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1715,paid,fulfilled,248.28,1800,0,05/01/2018 21:20:00,1,1799.99,,External Credit,0,Tienda A,pos,JANIS
MX29-1715,,,,,,05/01/2018 21:20:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1716,,,,,,05/01/2018 21:33:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1716,partially_refunded,fulfilled,248.28,1800,0,05/01/2018 21:33:00,1,1799.99,,Cash,150,Tienda A,pos,SEYMOUR
MX29-1717,,,,,,05/01/2018 21:54:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1717,paid,fulfilled,0,0,1800,05/01/2018 21:54:00,1,1799.99,,,0,Tienda A,pos,SEYMOUR
MX29-1718,paid,fulfilled,248.28,1800,0,05/01/2018 22:06:00,1,1799.99,,External Credit,0,Tienda A,pos,BARRAGAN
MX29-1718,,,,,,05/01/2018 22:06:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1719,paid,fulfilled,344.83,2500,0,05/01/2018 22:36:00,1,1799.99,,External Credit,0,Tienda A,pos,ALDOUS
MX29-1719,,,,,,05/01/2018 22:36:00,1,700,,,,,,Clipon
MX29-1719,,,,,,05/01/2018 22:36:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1720,paid,fulfilled,0,0,1800,05/01/2018 22:40:00,1,1799.99,,,0,Tienda A,pos,LUCAS
MX29-1720,,,,,,05/01/2018 22:40:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1721,paid,fulfilled,248.28,1800,0,05/01/2018 22:51:00,1,1799.99,,Cash,0,Tienda A,pos,ALDOUS
MX29-1721,,,,,,05/01/2018 22:51:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1722,paid,fulfilled,248.28,1800,0,05/01/2018 23:40:00,1,1799.99,,External Credit,0,Tienda A,pos,CHAVELA
MX29-1722,,,,,,05/01/2018 23:40:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1723,partially_refunded,fulfilled,248.28,1800,0,06/01/2018 00:00:00,1,1799.99,,Cash,150,Tienda A,pos,BARRAGAN
MX29-1723,,,,,,06/01/2018 00:00:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1724,paid,unfulfilled,248.28,1800,0,06/01/2018 00:10:00,1,1799.99,5/1/2018,Cash,0,Tienda A,pos,DARIA JR
MX29-1724,,,,,,06/01/2018 00:10:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1725,partially_refunded,fulfilled,248.28,1800,0,06/01/2018 00:14:00,1,1799.99,,External Credit,150,Tienda A,pos,DARIA JR
MX29-1725,,,,,,06/01/2018 00:14:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1726,,,,,,06/01/2018 00:20:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1726,paid,fulfilled,248.28,1800,0,06/01/2018 00:20:00,1,1799.99,,External Credit,0,Tienda A,pos,SEYMOUR
MX29-1727,,,,,,06/01/2018 00:23:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1727,paid,fulfilled,248.28,1800,0,06/01/2018 00:23:00,1,1799.99,,External Credit,0,Tienda A,pos,SEYMOUR
MX29-1728,,,,,,06/01/2018 00:38:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1728,paid,fulfilled,248.28,1800,0,06/01/2018 00:38:00,1,1799.99,,External Credit,0,Tienda A,pos,MOLEMAN
MX29-1729,paid,fulfilled,248.28,1800,0,06/01/2018 00:40:00,1,1799.99,,External Credit,0,Tienda A,pos,CAMARENA
MX29-1729,,,,,,06/01/2018 00:40:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1730,partially_refunded,fulfilled,252.41,1830,0,06/01/2018 00:54:00,1,1799.99,,Cash + External Credit,150,Tienda A,pos,CAMARENA
MX29-1730,,,,,,06/01/2018 00:54:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1730,,,,,,06/01/2018 00:54:00,1,30,,,,,,Polanco
MX29-1731,paid,fulfilled,496.55,3600,0,06/01/2018 01:03:00,1,1799.99,,External Credit,0,Tienda A,pos,DARIA JR
MX29-1731,,,,,,06/01/2018 01:03:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1731,,,,,,06/01/2018 01:03:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1731,,,,,,06/01/2018 01:03:00,1,1799.99,,,,,,SEYMOUR
MX29-1732,paid,fulfilled,268.97,1950,0,06/01/2018 01:08:00,1,1950,,External Credit,0,Tienda A,pos,Micas Progresivas
MX29-1733,partially_refunded,fulfilled,248.28,1800,0,06/01/2018 01:16:00,1,1799.99,,External Credit,150,Tienda A,pos,JANIS
MX29-1733,,,,,,06/01/2018 01:16:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1734,paid,fulfilled,344.83,2500,0,06/01/2018 01:28:00,1,1799.99,,External Credit,0,Tienda A,pos,ALDOUS
MX29-1734,,,,,,06/01/2018 01:28:00,1,700,,,,,,Clipon
MX29-1734,,,,,,06/01/2018 01:28:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1735,,,,,,06/01/2018 01:31:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1735,paid,fulfilled,248.28,1800,0,06/01/2018 01:31:00,1,1799.99,,Cash,0,Tienda A,pos,MOLEMAN
MX29-1736,paid,fulfilled,517.24,3750,0,06/01/2018 18:15:00,1,1799.99,,External Credit,0,Tienda A,pos,ESQUIVEL
MX29-1736,,,,,,06/01/2018 18:15:00,1,1950.01,,,,,,Micas Oftalmicas
MX29-1737,paid,fulfilled,248.28,1800,0,06/01/2018 18:50:00,1,1799.99,,External Credit,0,Tienda A,pos,BARRAGAN
MX29-1737,,,,,,06/01/2018 18:50:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1738,paid,fulfilled,248.28,1800,0,06/01/2018 19:08:00,1,1799.99,,Cash,0,Tienda A,pos,CAMARENA
MX29-1738,,,,,,06/01/2018 19:08:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1739,paid,fulfilled,248.28,1800,0,06/01/2018 19:26:00,1,1799.99,,External Credit,0,Tienda A,pos,ALDOUS
MX29-1739,,,,,,06/01/2018 19:26:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1740,paid,fulfilled,227.58,1650,150,06/01/2018 19:38:00,1,1799.99,,External Credit,0,Tienda A,pos,CHAVELA
MX29-1740,,,,,,06/01/2018 19:38:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1741,,,,,,06/01/2018 19:51:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1741,paid,fulfilled,227.58,1650,150,06/01/2018 19:51:00,1,1799.99,,External Credit,0,Tienda A,pos,RUDYARD
MX29-1742,,,,,,06/01/2018 21:22:00,1,1950.01,,,,,,Micas Oftalmicas
MX29-1742,paid,fulfilled,517.24,3750,0,06/01/2018 21:22:00,1,1799.99,,External Credit,0,Tienda A,pos,RAMIREZ
MX29-1743,,,,,,06/01/2018 22:38:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1743,partially_refunded,fulfilled,248.28,1800,0,06/01/2018 22:38:00,1,1799.99,,External Credit,150,Tienda A,pos,PARKS
MX29-1744,,,,,,06/01/2018 22:42:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1744,paid,fulfilled,248.28,1800,0,06/01/2018 22:42:00,1,1799.99,,Cash,0,Tienda A,pos,PARKS
MX29-1745,paid,fulfilled,248.28,1800,0,06/01/2018 22:55:00,1,1799.99,,External Credit + Cash,0,Tienda A,pos,CLARK
MX29-1745,,,,,,06/01/2018 22:55:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1746,partially_refunded,fulfilled,517.24,3750,0,06/01/2018 23:02:00,1,1799.99,,External Credit,150,Tienda A,pos,BARRAGAN
MX29-1746,,,,,,06/01/2018 23:02:00,1,1950.01,,,,,,Micas Oftalmicas
MX29-1747,,,,,,06/01/2018 23:11:00,1,500,,,,,,Antireflejante para la luz azul
MX29-1747,partially_refunded,fulfilled,317.24,2300,0,06/01/2018 23:11:00,1,1799.99,,External Credit,150,Tienda A,pos,CHAVELA
MX29-1747,,,,,,06/01/2018 23:11:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1748,paid,fulfilled,248.28,1800,0,06/01/2018 23:33:00,1,1799.99,,Cash + External Credit,0,Tienda A,pos,BARRAGAN
MX29-1748,,,,,,06/01/2018 23:33:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1749,paid,fulfilled,248.28,1800,0,06/01/2018 23:42:00,1,1799.99,,External Credit,0,Tienda A,pos,CHAVELA
MX29-1749,,,,,,06/01/2018 23:42:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1750,partially_refunded,fulfilled,248.28,1800,0,06/01/2018 23:49:00,1,1799.99,,External Credit,150,Tienda A,pos,ESQUIVEL
MX29-1750,,,,,,06/01/2018 23:49:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1751,partially_refunded,fulfilled,248.28,1800,0,06/01/2018 23:57:00,1,1799.99,,External Credit,150,Tienda A,pos,DARIA
MX29-1751,,,,,,06/01/2018 23:57:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1752,,,,,,07/01/2018 00:17:00,1,700,,,,,,Clipon
MX29-1752,paid,fulfilled,344.83,2500,0,07/01/2018 00:17:00,1,1799.99,,External Credit,0,Tienda A,pos,GINSBERG
MX29-1752,,,,,,07/01/2018 00:17:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1753,paid,fulfilled,248.28,1800,0,07/01/2018 00:27:00,1,1799.99,,External Credit,0,Tienda A,pos,CAMARENA
MX29-1753,,,,,,07/01/2018 00:27:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1754,paid,fulfilled,227.58,1650,150,07/01/2018 00:41:00,1,1799.99,,External Credit + Cash,0,Tienda A,pos,ALDOUS
MX29-1754,,,,,,07/01/2018 00:41:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1755,paid,fulfilled,248.28,1800,0,07/01/2018 01:05:00,1,1799.99,,External Credit,0,Tienda A,pos,BARRAGAN
MX29-1755,,,,,,07/01/2018 01:05:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1756,paid,fulfilled,248.28,1800,0,07/01/2018 02:05:00,1,1799.99,,External Credit,0,Tienda A,pos,LUCAS
MX29-1756,,,,,,07/01/2018 02:05:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1757,,,,,,07/01/2018 18:34:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1757,paid,fulfilled,248.28,1800,0,07/01/2018 18:34:00,1,1799.99,,Cash + External Credit,0,Tienda A,pos,MOLEMAN
MX29-1758,,,,,,07/01/2018 18:52:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1758,paid,fulfilled,248.28,1800,0,07/01/2018 18:52:00,1,1799.99,,Cash,0,Tienda A,pos,SEYMOUR
MX29-1759,paid,fulfilled,248.28,1800,0,07/01/2018 18:59:00,1,1799.99,,External Credit,0,Tienda A,pos,MARTIN
MX29-1759,,,,,,07/01/2018 18:59:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1760,,,,,,07/01/2018 19:39:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1760,paid,fulfilled,248.28,1800,0,07/01/2018 19:39:00,1,1799.99,,External Credit,0,Tienda A,pos,WOODY
MX29-1761,,,,,,07/01/2018 19:42:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1761,paid,fulfilled,248.28,1800,0,07/01/2018 19:42:00,1,1799.99,,External Credit,0,Tienda A,pos,MOLEMAN
MX29-1762,,,,,,07/01/2018 19:55:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1762,paid,fulfilled,248.28,1800,0,07/01/2018 19:55:00,1,1799.99,,External Credit,0,Tienda A,pos,MOLEMAN
MX29-1763,,,,,,07/01/2018 20:13:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1763,paid,fulfilled,248.28,1800,0,07/01/2018 20:13:00,1,1799.99,,External Credit,0,Tienda A,pos,PARKS
MX29-1764,paid,fulfilled,248.28,1800,0,07/01/2018 20:19:00,1,1799.99,,Cash,0,Tienda A,pos,GINSBERG
MX29-1764,,,,,,07/01/2018 20:19:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1765,paid,fulfilled,220.69,1600,1800,07/01/2018 20:28:00,1,1799.99,,External Credit,0,Tienda A,pos,JANIS
MX29-1765,,,,,,07/01/2018 20:28:00,1,1600.01,,,,,,Micas Oftalmicas
MX29-1766,paid,fulfilled,4.14,30,0,07/01/2018 21:18:00,1,30,,Cash,0,Tienda A,pos,Polanco
MX29-1767,,,,,,07/01/2018 21:41:00,1,1799.99,,,,,,JANIS
MX29-1767,,,,,,07/01/2018 21:41:00,2,0.01,,,,,,Micas Oftalmicas
MX29-1767,paid,fulfilled,496.55,3600,0,07/01/2018 21:41:00,1,1799.99,,External Credit,0,Tienda A,pos,SEYMOUR
MX29-1768,paid,fulfilled,593.1,4300,0,07/01/2018 21:48:00,1,1799.99,,External Credit,0,Tienda A,pos,ALDOUS
MX29-1768,,,,,,07/01/2018 21:48:00,1,700,,,,,,Clipon
MX29-1768,,,,,,07/01/2018 21:48:00,1,1799.99,,,,,,ESQUIVEL
MX29-1768,,,,,,07/01/2018 21:48:00,2,0.01,,,,,,Micas Oftalmicas
MX29-1769,,,,,,07/01/2018 22:10:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1769,paid,fulfilled,248.28,1800,0,07/01/2018 22:10:00,1,1799.99,,External Credit,0,Tienda A,pos,MOLEMAN
MX29-1770,paid,fulfilled,124.14,900,0,07/01/2018 22:57:00,2,450,,External Credit,0,Tienda A,pos,Mica Monofocal
MX29-1771,paid,fulfilled,248.28,1800,0,07/01/2018 23:02:00,1,1799.99,,Cash,0,Tienda A,pos,ALDOUS
MX29-1771,,,,,,07/01/2018 23:02:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1772,,,,,,07/01/2018 23:10:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1772,paid,fulfilled,248.28,1800,0,07/01/2018 23:10:00,1,1799.99,,External Credit,0,Tienda A,pos,STANLEY
MX29-1773,paid,fulfilled,248.28,1800,0,07/01/2018 23:31:00,1,1799.99,,External Credit,0,Tienda A,pos,JANIS
MX29-1773,,,,,,07/01/2018 23:31:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1774,paid,fulfilled,248.28,1800,0,08/01/2018 00:22:00,1,1799.99,,External Credit,0,Tienda A,pos,ESQUIVEL
MX29-1774,,,,,,08/01/2018 00:22:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1775,,,,,,08/01/2018 00:37:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1775,paid,fulfilled,248.28,1800,0,08/01/2018 00:37:00,1,1799.99,,External Credit,0,Tienda A,pos,RUDYARD
MX29-1776,,,,,,08/01/2018 01:20:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1776,paid,fulfilled,227.58,1650,150,08/01/2018 01:20:00,1,1799.99,,External Credit,0,Tienda A,pos,STANLEY
MX29-1777,paid,fulfilled,344.83,2500,0,08/01/2018 01:28:00,1,1799.99,,External Credit,0,Tienda A,pos,ALDOUS
MX29-1777,,,,,,08/01/2018 01:28:00,1,700,,,,,,Clipon
MX29-1777,,,,,,08/01/2018 01:28:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1778,,,,,,08/01/2018 02:05:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1778,paid,fulfilled,248.28,1800,0,08/01/2018 02:05:00,1,1799.99,,Cash,0,Tienda A,pos,WALTER
MX29-1779,,,,,,08/01/2018 18:08:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1779,partially_refunded,fulfilled,248.28,1800,0,08/01/2018 18:08:00,1,1799.99,,Cash,151,Tienda A,pos,SEYMOUR
MX29-1780,paid,fulfilled,248.28,1800,0,08/01/2018 18:42:00,1,1799.99,,External Credit,0,Tienda A,pos,CLARK
MX29-1780,,,,,,08/01/2018 18:42:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1781,partially_refunded,fulfilled,248.28,1800,0,08/01/2018 21:20:00,1,1799.99,,External Credit,150,Tienda A,pos,ESQUIVEL
MX29-1781,,,,,,08/01/2018 21:20:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1782,,,,,,08/01/2018 21:52:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1782,paid,fulfilled,248.28,1800,0,08/01/2018 21:52:00,1,1799.99,,Cash,0,Tienda A,pos,SEYMOUR
MX29-1783,paid,fulfilled,227.58,1650,150,09/01/2018 00:58:00,1,1799.99,,External Credit,0,Tienda A,pos,ESQUIVEL
MX29-1783,,,,,,09/01/2018 00:58:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1784,,,,,,09/01/2018 18:29:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1784,paid,fulfilled,248.28,1800,0,09/01/2018 18:29:00,1,1799.99,,External Credit,0,Tienda A,pos,PARKS
MX29-1785,,,,,,09/01/2018 18:34:00,1,0.01,,,,,,Micas Oftalmicas
MX29-1785,paid,fulfilled,248.28,1800,0,09/01/2018 18:34:00,1,1799.99,,Cash,0,Tienda A,pos,RUDYARD
